course_id,title,domain,topic,level,duration,language,provider,tags,redirect_url,data_source
IGOT-0158,Survey Design – Foundation (Module 2),Statistical Competencies,Survey Design,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Survey Design; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Survey%20Design,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0159,Survey Design – Intermediate (Module 1),Statistical Competencies,Survey Design,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Survey Design; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Survey%20Design,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0160,Survey Design – Intermediate (Module 2),Statistical Competencies,Survey Design,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Survey Design; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Survey%20Design,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0161,Survey Design – Advanced (Module 1),Statistical Competencies,Survey Design,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Survey Design; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Survey%20Design,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0162,Survey Design – Advanced (Module 2),Statistical Competencies,Survey Design,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Survey Design; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Survey%20Design,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0163,Sampling Techniques – Foundation (Module 1),Statistical Competencies,Sampling Techniques,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Sampling Techniques; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Sampling%20Techniques,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0164,Sampling Techniques – Foundation (Module 2),Statistical Competencies,Sampling Techniques,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Sampling Techniques; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Sampling%20Techniques,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0165,Sampling Techniques – Intermediate (Module 1),Statistical Competencies,Sampling Techniques,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Sampling Techniques; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Sampling%20Techniques,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0166,Sampling Techniques – Intermediate (Module 2),Statistical Competencies,Sampling Techniques,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Sampling Techniques; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Sampling%20Techniques,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0167,Sampling Techniques – Advanced (Module 1),Statistical Competencies,Sampling Techniques,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Sampling Techniques; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Sampling%20Techniques,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0168,Sampling Techniques – Advanced (Module 2),Statistical Competencies,Sampling Techniques,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Sampling Techniques; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Sampling%20Techniques,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0169,National Accounts Statistics – Foundation (Module 1),Statistical Competencies,National Accounts Statistics,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; National Accounts Statistics; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=National%20Accounts%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0170,National Accounts Statistics – Foundation (Module 2),Statistical Competencies,National Accounts Statistics,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; National Accounts Statistics; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=National%20Accounts%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0171,National Accounts Statistics – Intermediate (Module 1),Statistical Competencies,National Accounts Statistics,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; National Accounts Statistics; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=National%20Accounts%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0172,National Accounts Statistics – Intermediate (Module 2),Statistical Competencies,National Accounts Statistics,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; National Accounts Statistics; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=National%20Accounts%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0173,National Accounts Statistics – Advanced (Module 1),Statistical Competencies,National Accounts Statistics,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; National Accounts Statistics; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=National%20Accounts%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0174,National Accounts Statistics – Advanced (Module 2),Statistical Competencies,National Accounts Statistics,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; National Accounts Statistics; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=National%20Accounts%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0175,Price Statistics & Index Numbers – Foundation (Module 1),Statistical Competencies,Price Statistics & Index Numbers,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Price Statistics & Index Numbers; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Price%20Statistics%20%26%20Index%20Numbers,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0176,Price Statistics & Index Numbers – Foundation (Module 2),Statistical Competencies,Price Statistics & Index Numbers,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Price Statistics & Index Numbers; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Price%20Statistics%20%26%20Index%20Numbers,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0177,Price Statistics & Index Numbers – Intermediate (Module 1),Statistical Competencies,Price Statistics & Index Numbers,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Price Statistics & Index Numbers; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Price%20Statistics%20%26%20Index%20Numbers,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0178,Price Statistics & Index Numbers – Intermediate (Module 2),Statistical Competencies,Price Statistics & Index Numbers,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Price Statistics & Index Numbers; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Price%20Statistics%20%26%20Index%20Numbers,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0179,Price Statistics & Index Numbers – Advanced (Module 1),Statistical Competencies,Price Statistics & Index Numbers,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Price Statistics & Index Numbers; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Price%20Statistics%20%26%20Index%20Numbers,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0180,Price Statistics & Index Numbers – Advanced (Module 2),Statistical Competencies,Price Statistics & Index Numbers,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Price Statistics & Index Numbers; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Price%20Statistics%20%26%20Index%20Numbers,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0181,Labour Statistics – Foundation (Module 1),Statistical Competencies,Labour Statistics,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Labour Statistics; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Labour%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0182,Labour Statistics – Foundation (Module 2),Statistical Competencies,Labour Statistics,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Labour Statistics; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Labour%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0183,Labour Statistics – Intermediate (Module 1),Statistical Competencies,Labour Statistics,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Labour Statistics; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Labour%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0184,Labour Statistics – Intermediate (Module 2),Statistical Competencies,Labour Statistics,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Labour Statistics; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Labour%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0185,Labour Statistics – Advanced (Module 1),Statistical Competencies,Labour Statistics,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Labour Statistics; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Labour%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0186,Labour Statistics – Advanced (Module 2),Statistical Competencies,Labour Statistics,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Labour Statistics; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Labour%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0187,Agricultural Statistics – Foundation (Module 1),Statistical Competencies,Agricultural Statistics,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Agricultural Statistics; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Agricultural%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0188,Agricultural Statistics – Foundation (Module 2),Statistical Competencies,Agricultural Statistics,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Agricultural Statistics; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Agricultural%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0189,Agricultural Statistics – Intermediate (Module 1),Statistical Competencies,Agricultural Statistics,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Agricultural Statistics; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Agricultural%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0190,Agricultural Statistics – Intermediate (Module 2),Statistical Competencies,Agricultural Statistics,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Agricultural Statistics; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Agricultural%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0191,Agricultural Statistics – Advanced (Module 1),Statistical Competencies,Agricultural Statistics,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Agricultural Statistics; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Agricultural%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0192,Agricultural Statistics – Advanced (Module 2),Statistical Competencies,Agricultural Statistics,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Agricultural Statistics; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Agricultural%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0193,Industrial Statistics – Foundation (Module 1),Statistical Competencies,Industrial Statistics,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Industrial Statistics; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Industrial%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0194,Industrial Statistics – Foundation (Module 2),Statistical Competencies,Industrial Statistics,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Industrial Statistics; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Industrial%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0195,Industrial Statistics – Intermediate (Module 1),Statistical Competencies,Industrial Statistics,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Industrial Statistics; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Industrial%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0196,Industrial Statistics – Intermediate (Module 2),Statistical Competencies,Industrial Statistics,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Industrial Statistics; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Industrial%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0197,Industrial Statistics – Advanced (Module 1),Statistical Competencies,Industrial Statistics,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Industrial Statistics; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Industrial%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0198,Industrial Statistics – Advanced (Module 2),Statistical Competencies,Industrial Statistics,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Industrial Statistics; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Industrial%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0199,SDG Indicators Framework – Foundation (Module 1),Statistical Competencies,SDG Indicators Framework,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; SDG Indicators Framework; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SDG%20Indicators%20Framework,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0200,SDG Indicators Framework – Foundation (Module 2),Statistical Competencies,SDG Indicators Framework,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; SDG Indicators Framework; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SDG%20Indicators%20Framework,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0201,SDG Indicators Framework – Intermediate (Module 1),Statistical Competencies,SDG Indicators Framework,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; SDG Indicators Framework; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SDG%20Indicators%20Framework,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0202,SDG Indicators Framework – Intermediate (Module 2),Statistical Competencies,SDG Indicators Framework,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; SDG Indicators Framework; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SDG%20Indicators%20Framework,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0203,SDG Indicators Framework – Advanced (Module 1),Statistical Competencies,SDG Indicators Framework,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; SDG Indicators Framework; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=SDG%20Indicators%20Framework,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0204,SDG Indicators Framework – Advanced (Module 2),Statistical Competencies,SDG Indicators Framework,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; SDG Indicators Framework; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=SDG%20Indicators%20Framework,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0205,Metadata Standards (SDMX) – Foundation (Module 1),Statistical Competencies,Metadata Standards (SDMX),Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Metadata Standards (SDMX); Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Metadata%20Standards%20%28SDMX%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0206,Metadata Standards (SDMX) – Foundation (Module 2),Statistical Competencies,Metadata Standards (SDMX),Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Metadata Standards (SDMX); Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Metadata%20Standards%20%28SDMX%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0207,Metadata Standards (SDMX) – Intermediate (Module 1),Statistical Competencies,Metadata Standards (SDMX),Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Metadata Standards (SDMX); Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Metadata%20Standards%20%28SDMX%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0208,Metadata Standards (SDMX) – Intermediate (Module 2),Statistical Competencies,Metadata Standards (SDMX),Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Metadata Standards (SDMX); Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Metadata%20Standards%20%28SDMX%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0209,Metadata Standards (SDMX) – Advanced (Module 1),Statistical Competencies,Metadata Standards (SDMX),Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Metadata Standards (SDMX); Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Metadata%20Standards%20%28SDMX%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0210,Metadata Standards (SDMX) – Advanced (Module 2),Statistical Competencies,Metadata Standards (SDMX),Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Metadata Standards (SDMX); Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Metadata%20Standards%20%28SDMX%29,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0211,Data Quality Frameworks – Foundation (Module 1),Statistical Competencies,Data Quality Frameworks,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Data Quality Frameworks; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Quality%20Frameworks,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0212,Data Quality Frameworks – Foundation (Module 2),Statistical Competencies,Data Quality Frameworks,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Data Quality Frameworks; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Quality%20Frameworks,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0213,Data Quality Frameworks – Intermediate (Module 1),Statistical Competencies,Data Quality Frameworks,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Data Quality Frameworks; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Quality%20Frameworks,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0214,Data Quality Frameworks – Intermediate (Module 2),Statistical Competencies,Data Quality Frameworks,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Data Quality Frameworks; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Quality%20Frameworks,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0215,Data Quality Frameworks – Advanced (Module 1),Statistical Competencies,Data Quality Frameworks,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Data Quality Frameworks; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Quality%20Frameworks,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0216,Data Quality Frameworks – Advanced (Module 2),Statistical Competencies,Data Quality Frameworks,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Data Quality Frameworks; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Data%20Quality%20Frameworks,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0217,Census Methodology – Foundation (Module 1),Statistical Competencies,Census Methodology,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Census Methodology; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Census%20Methodology,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0218,Census Methodology – Foundation (Module 2),Statistical Competencies,Census Methodology,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Census Methodology; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Census%20Methodology,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0219,Census Methodology – Intermediate (Module 1),Statistical Competencies,Census Methodology,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Census Methodology; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Census%20Methodology,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0220,Census Methodology – Intermediate (Module 2),Statistical Competencies,Census Methodology,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Census Methodology; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Census%20Methodology,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0221,Census Methodology – Advanced (Module 1),Statistical Competencies,Census Methodology,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Census Methodology; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Census%20Methodology,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0222,Census Methodology – Advanced (Module 2),Statistical Competencies,Census Methodology,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Census Methodology; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Census%20Methodology,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0223,Economic Statistics – Foundation (Module 1),Statistical Competencies,Economic Statistics,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Economic Statistics; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Economic%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0224,Economic Statistics – Foundation (Module 2),Statistical Competencies,Economic Statistics,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Economic Statistics; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Economic%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0225,Economic Statistics – Intermediate (Module 1),Statistical Competencies,Economic Statistics,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Economic Statistics; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Economic%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0226,Economic Statistics – Intermediate (Module 2),Statistical Competencies,Economic Statistics,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Economic Statistics; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Economic%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0227,Economic Statistics – Advanced (Module 1),Statistical Competencies,Economic Statistics,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Economic Statistics; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Economic%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0228,Economic Statistics – Advanced (Module 2),Statistical Competencies,Economic Statistics,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Economic Statistics; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Economic%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0229,Time Series Analysis for Official Statistics – Foundation (Module 1),Statistical Competencies,Time Series Analysis for Official Statistics,Foundation,4 hrs,"English, Hindi",Indian Institute of Public Administration (IIPA),Statistical Competencies; Time Series Analysis for Official Statistics; Foundation; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Time%20Series%20Analysis%20for%20Official%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0230,Time Series Analysis for Official Statistics – Foundation (Module 2),Statistical Competencies,Time Series Analysis for Official Statistics,Foundation,6 hrs,"English, Hindi, Regional",Ministry of Statistics and Programme Implementation (MoSPI),Statistical Competencies; Time Series Analysis for Official Statistics; Foundation; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Time%20Series%20Analysis%20for%20Official%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0231,Time Series Analysis for Official Statistics – Intermediate (Module 1),Statistical Competencies,Time Series Analysis for Official Statistics,Intermediate,8 hrs,English,National Informatics Centre (NIC),Statistical Competencies; Time Series Analysis for Official Statistics; Intermediate; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Time%20Series%20Analysis%20for%20Official%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0232,Time Series Analysis for Official Statistics – Intermediate (Module 2),Statistical Competencies,Time Series Analysis for Official Statistics,Intermediate,12 hrs,"English, Hindi",Capacity Building Commission (CBC),Statistical Competencies; Time Series Analysis for Official Statistics; Intermediate; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Time%20Series%20Analysis%20for%20Official%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0233,Time Series Analysis for Official Statistics – Advanced (Module 1),Statistical Competencies,Time Series Analysis for Official Statistics,Advanced,20 hrs,"English, Hindi, Regional",iGOT Karmayogi Central Content Team,Statistical Competencies; Time Series Analysis for Official Statistics; Advanced; Module 1,https://igotkarmayogi.gov.in/#/explore?searchQuery=Time%20Series%20Analysis%20for%20Official%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
IGOT-0234,Time Series Analysis for Official Statistics – Advanced (Module 2),Statistical Competencies,Time Series Analysis for Official Statistics,Advanced,2 hrs,English,National Statistical Systems Training Academy (NSSTA),Statistical Competencies; Time Series Analysis for Official Statistics; Advanced; Module 2,https://igotkarmayogi.gov.in/#/explore?searchQuery=Time%20Series%20Analysis%20for%20Official%20Statistics,SYNTHETIC_SAMPLE_FOR_DEMO
